Stkcd,Empnum,Vmntw3,A001000000,B001100000,B002000000,C001000000,T40801,T60200
2153,5291,5354000,10592813517.72,3317319888.57,11069316.06,203947057.14,0.0012,0.0103
2154,7255,3901900,4858669173.76,3787665183.11,390054695.63,718988995.41,0.1174,0.3203
2156,13594,4182200,21230751086.99,10768700029.4,388510516.02,2721298915.81,0.0388,0.2923
2157,52322,1303000,59259566548.38,49166305434.56,5964275265.1,4553054241.7,0.2429,1.9281
2159,1235,1953700,2712996633.18,405354213.35,26879373.86,135168555.9,0.018,0.1516
2160,2243,1638000,6507582475.31,4376851245.18,22005396.54,187794984.5,0.0072,0.0277
2161,704,2453400,2788680155.04,474018962.54,-439700740.29,-33764819.5,-0.2915,-0.5944
2163,2942,1100000,5820599244.36,4421097889.06,169514934.83,329121457.76,0.163,0.211
2164,1548,2051300,1859598445.74,1237656494.69,1461393468.11,277134357.35,2.3236,2.7461
2165,1331,3474500,4333408323.59,2610810227.92,118554566.38,-94913742.97,0.071,0.1969
2166,685,1934900,3162557184.02,783671413.74,86177681.72,203583341.85,0.0476,0.1525
2167,1042,1629200,2311563368.38,767802628.75,-155299571.07,29590236.62,-0.1477,-0.22
2168,639,3050800,2005449774.32,785008872.15,-947811684.03,126934949.45,-0.9878,-1.1819
2169,1845,4148500,5486240838.11,2142571270.66,235010690.83,437951359.65,0.071,0.2983
2170,2425,1922100,3496450642.48,2126520028.23,76683597.39,366154824.64,0.0384,0.0865
2171,6422,2044600,11245466892.13,22974092037.13,301695185.99,-418721874.15,0.0512,0.2262
2172,3742,1301600,6426603320.51,3083401179.95,-471224821.94,125329179.05,-0.4867,-0.6069
2173,3251,3586300,2677542017.4,724243049.01,-314404117.86,131665941.48,-0.1466,-0.6912
2174,2134,2015400,8592711982,4703137714.04,-186935590.14,832588812.01,-0.0369,-0.2041
2176,2729,846000,4818419450.67,1843984808.01,13407653.04,306589452.74,0.0084,0.0079
2177,276,1168300,1780200827.44,182349931.14,71756896.38,58629917.61,0.0421,0.0943
2178,1025,2469200,1725408180.29,660052734.08,-287629865.21,31049348.91,-0.393,-0.4039
2180,18001,11541200,38226416262.03,19585185042.24,-150498903.93,2013110156.56,-0.0124,-0.1401
2182,3636,2578900,5790490457.22,5945528015.43,242647533.94,528561759.96,0.0845,0.3754
2183,11133,2418600,42328425595,68256101533,84497587,2097739784,0.0103,0.0398
2184,978,2857400,2347320587.57,2265534587.36,158521001.36,252924060.35,0.1256,0.6622
2185,22415,5671200,19309122269.13,8382084225,820191998.55,2058108186.81,0.0706,0.2993
2191,5047,4955300,9006772928.24,4191426341.33,863763970.64,1045444375.59,0.113,0.5897
2192,552,1982800,1016992007.85,389934988.44,20917034.01,-14522313.43,0.0341,0.0806
2193,2479,476800,4911871622.24,786244868.95,-328680.56,145340194.4,-0.0001,-0.0013
2194,2929,8810600,2673165885.57,1491736929.8,192035307.03,223779438.36,0.0902,0.2839
2195,628,4580500,9908158743.53,1225792782.73,-913003276.01,808275310.32,-0.0998,-0.1595
2196,2328,3886400,2585207986.07,1142570026.69,-642233358.65,50130211.57,-0.4053,-1.3703
2197,1234,2339800,6490824824.6,1328743408.73,11563913.44,328550237.61,0.0048,0.0224
2198,764,982500,808439808.13,544728979.12,19838348.25,96873550.55,0.029,0.0391
2199,684,2028400,525216706.84,262404243.96,7975477.34,24481417.69,0.0197,0.0328
2200,297,1233500,2968091062.86,267712695.82,-114790981.7,114451430.76,-0.3518,-0.6234
2201,2278,2250000,2500133284.01,1670715420.64,34514669.12,195778144.79,0.0354,0.1038
2203,8012,2873800,26119603605.23,46520092842.72,700024763.76,703055486.91,0.0685,0.3586
2206,2838,5280000,5873515190.84,3512556998.1,254692668.62,381604146.6,0.0872,0.2082
2207,791,1293400,412960382.11,195524763.21,-8299388.76,5539201.16,-0.0564,-0.0317
2209,1294,2312600,1510690918.49,929609998,17016936.21,28135214.92,0.027,0.0872
2210,306,2325500,1112174176.13,246071777.5,8281340474.51,20416097.45,64.0564,3.1118
2211,405,1098000,1135832515.29,921088525.9,52695783.95,-336068198.26,0.0694,0.1218
2212,5357,1887300,11324258269.1,5704169340.66,396612426.61,203570689.5,0.0413,0.3385
2213,218,1988600,508642234.02,387646465.68,13705682.34,-36120708.3,0.0341,0.0665
2214,816,3183000,1853512354.1,1090187751.05,396473522.8,277311741.58,0.2735,0.8644
2215,3113,2294600,5971465348.24,4131424781.76,174679892.02,538562665.3,0.0589,0.1911
2216,7161,1250000,5996244121.23,6926082823.06,767687663.33,1267488352.4,0.2565,0.9605
2217,20798,8880600,30372318685.43,17152888154.88,-3081961281.84,-455037355.79,-0.2951,-0.9889
2218,1226,2148800,6515708848.11,1360533506.75,165745910.95,394228789.42,0.0536,0.1341
2219,7576,2201300,4820797979.68,2805895494.8,-42513046.08,283796318.85,-0.2693,-0.0228
2221,1903,2998400,28123857725.46,29081749414.4,1212471779.15,885300496.09,0.1188,0.7353
2223,5525,9248600,10065252420.67,6725687289.68,1756609775.38,2830851055.84,0.2344,1.7523
2224,888,2323300,2925080300.22,900448657.29,167623874.71,283139162.76,0.0689,0.2298
2225,4577,2047800,6262929799.08,4174177333.37,309339845.05,483444068.81,0.0972,0.3062
2226,4579,3961300,12572399683.86,3918788607.36,542807473.67,877654377.37,0.077,0.4346
2228,10362,2026000,8130486956.15,12006566056.57,327361040.2,349534205.5,0.0864,0.2643
2229,1066,3688900,2138347541.25,473819659.54,39014835.04,94916752.41,0.022,0.0783
2230,11006,12800000,24836091818.68,13024657865.85,1441784003.24,2270754855.94,0.1111,0.6481
2231,164,1693700,749566925.16,278501264.21,-167395525.47,-109104731.22,-0.3886,-0.4692
2233,2683,3160500,12610528058.63,7046663031.11,1783157054.11,2419137202.21,0.1705,1.4956
2234,4531,8990000,3322913939.08,1681883981.38,64957551.99,237190334.58,0.0247,0.2151
2235,424,1995900,1615766264.6,334772568.77,-623446740.22,-41916400.8,-0.5025,-1.0757
2236,17251,5236000,36595034080.75,26465968181.1,3935241656.29,4401533068.39,0.1948,1.3137
2237,5233,4940000,17888036639.43,36053110407.67,364759439.86,193506524.1,0.0488,0.3177
2239,5322,1657400,8408644686.7,3726893595.05,-297770448.08,283181628.82,-0.0599,-0.0951
2240,1432,3427200,4809110192.5,1790515112.93,23083557.64,-226198164.21,0.0069,0.0308
2241,87346,4200000,49117826313.41,57742742893.96,2851887114.18,7682256113.68,0.1445,0.8707
2242,2846,4160000,9134826691.51,11223747609.01,916314056.45,2009298071,0.214,1.1944
2244,1555,3020000,172015527939.37,28596799809.91,3547770022.33,-3157140189.27,0.1265,1.1402
2245,2641,1230600,7164401083,4249550443.44,280998627.82,327468753.98,0.0829,0.2813
2247,1471,1763500,1018077012.23,997359077.88,165092405.29,202966174.95,0.2718,0.194
2248,366,2019600,519030046.89,210013902.52,-100485818.73,23902534.56,-2.0107,-0.3268
2249,12632,9023100,13863423827.56,7776465601.53,79418261.91,679565305.65,0.0092,0.0336
2250,5751,5228100,10408409994.18,4781798712.79,133588834.22,1379278348.5,0.022,0.1447
2251,24335,1769000,24551123971.91,15735575639.58,119529971.42,1349027016.3,0.0157,0.1384
2252,2976,12312100,25493798616.93,2761682036.39,1318590356.8,1168847146.49,0.0525,0.1956
2253,646,2752500,1797196383.52,357347106.37,73668072.2,30440409.2,0.0493,0.3265
2255,1242,1878800,5031849600.94,2025109933.68,794448096.76,379974331.94,0.2762,0.9432
2256,362,1847800,2773182867.6,414477237.41,54269694.37,93722056.17,0.032,0.0288
2259,263,610000,1056177106.18,958500757.67,155079933.19,151028598.29,2.248,0.2061
2260,919,3563800,910562438.48,502699199.89,21040755.19,-96518680.84,0.0265,0.0378
2261,3932,3159700,3386390414.79,1488585181.69,48280914.82,84477534.93,0.019,0.0439
2262,4451,5690000,4748440264.63,3361303472.94,727104282.91,1248348649.21,0.1771,0.7216
2263,719,5189900,2715614830.53,1509076837.25,176937119.86,329522138.38,0.0736,0.0942
2264,5516,1616000,3558378856.98,5191220010.39,181926275.45,123279722.81,0.1817,0.2658
2266,5787,2056400,18715571397.7,8343351966.66,1597081802.15,-132498657.92,0.1792,0.2974
2269,4951,2250000,5298525219.41,3819038467.81,-859366961.36,244784101.62,-0.7281,-0.342
2270,1611,1957900,4063733946.84,1368241877.85,293438374.55,411772833.25,0.1122,3.251
2271,8036,5600000,27846648780.8,21730373038.52,3386809705.78,3951695455.5,0.2284,1.4417
2272,1423,1938900,2824498916.69,1273221877.54,72028420.23,-48209072.12,0.0509,0.1675
2273,6062,4574800,7512658833.37,3223426440.04,460875062.22,543240356.36,0.0775,0.3785
2274,3283,2750600,7413031263.05,6099322689.21,174426633.6,538874605.15,0.0601,0.1832
2275,2561,3236700,3882273181.59,1566484673.44,277020898.87,597991408.36,0.0936,0.4694
2276,5143,1966700,8341953129.96,9321789268.6,226060279.24,703747603.05,0.0499,0.2183
2277,3938,2646800,16363513355.88,2329020095.09,2164459.13,128901027.74,0.0003,0.0016
2278,749,2478300,1721294232.89,726160599.32,35427655.38,94700244.67,0.0293,0.0974
2279,2726,3685200,2667022974.11,2821408719.24,74437038.88,196546348.04,0.0662,0.1047
2280,1954,3521900,9642621099.19,16155575160.96,205973835.28,868943557.95,0.0799,0.0946
2282,1886,2208500,3495822661.67,1292337965.78,133973331.83,209575775.14,0.0488,0.273
2283,3617,1055900,8132638586.27,4428408580.71,507173021.43,491412751.57,0.1005,0.4473
2284,2630,2471100,5538684130.26,2921021471.81,17289591.19,519442393.93,0.0064,0.0234
2285,21237,5453100,10891132382.59,6722698397.89,133420738.01,758395038.15,0.0253,0.0656
2286,1122,2352000,2615727298.11,2054578268.02,49861881.27,398458455.5,0.0312,0.135
2287,2310,5522300,4459100471.49,1476213803.54,405917658.9,238651601.56,0.1541,0.7654
2288,2053,3100000,3814953623.78,1277778377.89,20065886.93,63459558.35,0.0126,0.0215
2289,425,2547800,361431567.94,139420849.38,-31535613.09,160540952.85,-0.1057,-0.1125
2290,775,809400,1448142513.88,1822307287.44,55080118.89,85004403.61,0.1248,0.2269
2291,1772,1208600,5402541618.64,2150943768.24,27391319.57,-7623509.82,0.0081,0.0371
2292,3906,9234500,5498396561.77,2368198964.01,-450036839.23,124717180.71,-0.1387,-0.3316
2293,3452,3731700,5835009491.38,4910643990.07,592967209.25,851219741.72,0.1375,0.7164
2294,3448,3470600,6918498172.12,2738562296.09,50134857.16,1374329019.79,0.009,0.0479
2295,510,3038000,2612460526.01,5432264257.41,43819470.23,8630951.49,0.0359,0.1748
2296,835,3224600,2168359727.18,637661580.01,84957467.11,147561367.83,0.0517,0.218
2298,4264,1420000,7467679779.44,2766337844.08,295926130.29,59217362.37,0.0632,0.4279
2299,23447,2080000,14929040552.34,13744599499.34,2041540937.17,3237507648.21,0.2144,1.6406
2301,2981,1365300,9101882469.07,8009327564.04,200100238.52,587000194.87,0.0577,0.2726
2303,5201,2583300,7242688037.98,3365262052.83,189306960.02,409889963.81,0.0386,0.1236
2305,729,5213800,29976442157.28,4024939608.21,32927993.58,3696918441.12,0.0056,0.019
2306,646,3078200,216045988.64,272041122.18,-11068848.73,14674780.08,-0.2709,-0.0132
2308,1040,5586000,2621686710.81,640838989.91,30920754.94,-123986938.6,0.0132,0.0341
2309,6554,2089600,16244889146.85,9033399139.65,-2923997753.33,248661580.56,-0.5198,-3.354
2310,3459,4104700,45379124099.99,8725535437.62,-489170472.26,-746222484.42,-0.0368,-0.1822
2311,26241,11580500,27526958371.19,60323862405.94,2849811147.83,485259232.03,0.1905,1.7155
2312,3379,2825100,7334564765.35,5179911756.46,668178618.43,630421882.57,0.1742,0.4849
2313,2610,2381000,7094705439.32,3783362103.87,-561574603.92,-7704740.95,-0.2066,-1.4999
2315,2219,2112300,3449742333.62,1158561329.85,171063450.95,539857104.43,0.0773,0.5599
2316,994,4376700,2489474527.24,3279219307.74,-573668337.73,128014424.11,-1.6922,-1.4593
2317,1556,1295900,4776078558.12,1895823560.84,-434428965.7,138932206.75,-0.1198,-0.5334
2318,3042,3277100,6819629679.33,4955246676.68,775619450.57,1327845589.19,0.1567,0.8041
2319,317,3301300,626524542.55,314563718.67,7309799.46,27597848.76,0.0515,0.0365
2322,2179,4208700,3681555553.78,1137653964.21,234021809.2,378303501.69,0.0759,0.59
2323,114,1039000,1409443493.03,125374566.94,-34029333.46,1512102.43,-0.6143,-0.2832
2324,1317,1961100,4409489360.25,4447542055.08,398105583.89,413595841.18,0.1454,0.4711
2325,1178,3600000,12311599111.23,3568577321.3,-332579244.03,-14654294.3,-0.0988,-0.2661
2326,3138,2700000,7745391227.14,3450306550.22,77693972.92,345147877.04,0.0224,0.0886
2327,4315,2748400,4480016554.77,2874049807.28,516462867.24,666095033.41,0.1443,0.6065
2328,1102,5366800,4737083088.29,4250596621.92,199376947.71,221505320.56,0.0648,0.2589
2329,2348,820000,6058748582.89,2490168717.5,-113254774.34,-44910411.54,-0.0487,-0.1352
2330,1884,733100,2013138358.26,3280512126.69,29181347.22,79346519.82,0.0215,0.0581
2331,1456,3090000,2842665306.97,1575948973.29,-187195793.23,77110839.78,-0.0917,-0.4543
2333,779,1489700,1634341240.25,839763454.35,25339654.78,-81626015.99,0.0194,0.0504
2334,3245,4090000,2847861829.89,2286434216.33,78126939.94,364934608.76,0.0467,0.1037
2335,3555,3960700,8329230104.73,4167587617.58,390642395.31,572292335.09,0.1119,0.8463
2336,10634,3751600,4704013230.07,5981168066.75,34634702.11,-113422913.2,0.0237,0.0787
2337,915,1382300,1588894464.61,361036061.08,-109194139.52,-21675760.31,-0.092,-0.1855
2339,2647,1971400,3759565039.22,2084971132.93,66254963.5,273226162.86,0.0316,0.1295
2340,5129,8810500,29708301654.45,12466276299.4,427207773.96,854056052.71,0.0303,0.0893
2341,1605,2685600,7749006675.8,2246999650.78,-1303158855.41,350188823.95,-0.3602,-1.131
2342,2205,1228000,4051195846.34,2214702287.35,33156835.74,107293192.53,0.0135,0.0345
2343,163,1254000,2467852052.93,674169263.31,-358630147.63,-26184960.44,-0.3092,-0.5962
2345,5242,2746900,5199368000.21,3215258484.87,143306790.84,333642082.32,0.0413,0.1583
2346,485,350000,2701539935.35,604422154.87,155648950.82,10300719.75,0.0747,0.3525
2347,1028,1816900,2061746743.59,811976466.34,32460546.87,65358850.44,0.0278,0.0726
2348,917,2429900,1161521676.61,507658167.72,-251885206.31,44111728.79,-0.3141,-0.2659
2350,2193,2197100,3317373546.47,2182895355.92,65497862.31,111365786.06,0.0317,0.1208
2351,3468,2517100,2600053304.99,1934181462.09,291136105.23,287817779.84,0.1407,0.3274
2352,121925,12631200,111160042260.97,153986870053.07,6932032932.59,11323919554.24,0.1221,1.5214
2353,5039,3446000,18810321083.95,8294957104.87,1722074980.62,314635189,0.1514,1.7978
2354,700,3526500,3804657415.89,996266630.37,172011306.08,93931407.74,0.0595,0.1034
2355,2393,1026700,4292519140,1465176759.79,-397797050.99,93587461.76,-0.1553,-0.641
2357,2252,1650300,2586383953.45,628905443.76,81672846.41,106131337.93,0.0613,0.2605
2358,13429,2153400,7034872418.89,1649914528.27,-987546806.95,-494667467.55,-0.2785,-1.0622
2359,609,1655400,13467313665.59,351345803.3,-1427094115.11,28265319.18,-1.269,-1.3126
2360,1720,689000,1734499871.41,962522800.52,153175684.09,204830937.87,0.1166,0.3912
2361,1497,2037700,3541229132.93,1869319573.05,84868773.28,66900952.54,0.0459,0.1013
2362,1977,2307300,2098304662.08,1555160536.99,189248293.42,18741689.32,0.1131,0.7742
2363,2367,656000,3230120444.09,1596463053.09,44892234.39,9168808.65,0.0196,0.1079
2364,1911,4357300,3448246791.16,1433495165.2,79609553.11,-4329327.57,0.0357,0.1413
2365,951,4982900,2163733031.71,1172853519.25,118658725.95,206662267.59,0.0654,0.4027
2366,1235,2565500,5727904259.61,440057718.13,-1520854115.8,63642941.86,-1.563,-5.9981
2367,4946,3692400,6284335213.37,4280120000.54,481052343.65,791175461.48,0.1592,0.6031
2369,15030,4415600,3016786322.8,3040626182.23,-607663186.8,302011676.5,-0.438,-1.0536
2370,685,1756000,1956320525.62,514885287.44,27274987.52,17806768.2,0.0413,0.0508
2372,4572,3330000,5659644641.19,5104806705.11,1195386456.93,1346245030.2,0.275,0.7508
2373,6341,6544800,19383886359.48,9418895592.43,1151417937.74,1311667953.39,0.0933,0.7283
2374,1635,1651600,5660017137.34,616048822.07,-181211477.47,33931949.89,-0.0638,-0.1666
2375,7105,1916500,22280486748.03,10787352160.12,331634402.91,554178600.2,0.0387,0.2475
2377,6815,3065000,3420554346.39,4398289209.17,-2986188298.81,-279908447.65,-1.3176,-3.2589
2378,3442,1496000,3904307172.62,1931225157.35,37542740.7,692883408.62,0.0222,0.0406
2379,1796,670200,2292918121.53,2367054171.66,-164996143.5,58991905.56,-0.1162,-0.1781
2380,1542,2675200,3035997064.58,844534982.39,132997314.24,187020285.69,0.0564,0.5542
2381,1648,1876700,2651239381.88,1811149393.46,314108699.15,366577824.01,0.1588,0.7632
2382,6177,9808500,17034777959.42,7869425144.32,1763044355.73,3671535996.49,0.1796,1.7973
2383,2581,2007000,7267130277.69,1690239244.5,-1099364421.54,-56808796.93,-0.6163,-1.4848
2384,21014,9175200,37503068713.54,28093409430.26,1537187184,2932168894.65,0.1167,0.899
2385,19414,6449500,24041748998.06,22813861332.61,2573283492.7,1856435731.39,0.1974,0.6134
2387,5745,8513400,38524849342.06,3434331072.15,254875078.14,755389459.01,0.0131,0.1864
2388,780,3228700,2457955332.93,2039231422.41,40336277.63,235480327.55,0.0312,0.0801
2389,2054,2392900,8802879003.96,2988331300.23,299256542.32,410581556.31,0.0442,0.3163
2390,5778,800400,9662173468.05,5845621525.69,220575054.63,742111911.77,0.0427,0.1323
2391,2004,1527000,5674741428.1,3008259256.57,195464918.68,347133347.5,0.0447,0.296
2392,2284,1900000,6199951172.63,4310826485.88,455084166.72,62733662.28,0.1102,0.3823
2394,7615,4822400,4809180091.46,3873259434.39,465926405.89,441804410.04,0.1251,1.4002
2395,602,1200000,1560928707.3,1341751406.17,42190498.31,94941083.23,0.0472,0.1573
2397,3150,1816600,3382410953.2,2220109147.11,46946698.48,359927169.42,0.0255,0.0619
2398,2651,3484400,5446807041.96,3870737292.78,378851736.1,322325108.68,0.1154,0.5258
2399,1957,12806300,19025894654.11,5332074875.27,1021631772.88,37283625.07,0.0874,0.6963
2402,5622,1430000,6195168682.07,4665677222.29,420533357.07,564638935.71,0.1273,0.4601
2403,5309,1442500,5509926421.66,2892946072.26,104852599.54,46410252.77,0.0462,0.2993
2404,2697,2769700,3019126677.85,2602815603.75,205268384.67,143019154.85,0.1071,0.3553
2406,2097,1165200,4262358283.05,2165330172.14,324433826.35,189087241.17,0.0967,0.5199
2407,4348,1564300,9651094956.96,4245208619.83,44074704.35,-36709149.84,0.0125,0.0634
2408,2467,1798400,20638901335.33,24685919355.1,1028497347.14,1387410358.86,0.1051,0.5794
2409,1231,2180100,5923653751.74,2273032030.03,413479180.61,196761129.77,0.0851,0.8933
2410,8213,11767500,9547097154.33,4004643090.49,381365418.23,1876130837.67,0.0582,0.3216
2411,4250,890200,19413988737.05,6953408152.92,-1054334138.22,-365035993.78,-0.1174,-0.5929
2412,1512,1309700,1888641664.49,741237325.38,106146369.35,163505165.65,0.0666,0.2109
2413,2011,2800000,5778241471.86,1215560376.69,181540610.75,-43126358.24,0.0446,0.1594
2414,3544,2277700,6338745860.18,3333519242.3,1000817706.21,-27356260.59,0.2299,0.6287
2416,2378,6634600,11307644959.17,64189955794.83,798214652.98,1627968648.62,0.1413,0.6441
2417,105,2189500,408303224.26,481835437.42,23911859.54,22854468.8,0.0864,0.0886
2418,3575,3195700,3356436226.56,2352346002.89,20552402.66,127796774.28,0.0144,0.0181
2420,2440,1962700,2092765360.57,3063213119.75,64404397.13,-122463683.14,0.1113,0.1606
