y,x1,lnx2,lnx3,ln|x4|,ln|x5|,x6,x7
2147000,1078,23.0060470162799,20.8702369581288,-21.6520075953363,17.9126757406604,-0.9442,-2.4728
6913000,1570,23.8888302826083,20.7486819554116,18.8214942168277,21.9851456427443,0.0278,0.1666
3463900,1428,21.5650727987855,20.5706791722796,18.3890664592103,18.7931962216468,0.0628,0.2331
2848600,2170,22.3746360314307,22.0689784611715,13.7875365073403,19.773015269155,0.0004,0.0013
3475800,777,23.49407456754,22.1789562781631,20.736176347093,18.4043931540814,0.1164,0.3338
2078700,14172,23.3369976806175,22.9840203614867,20.6549270697509,21.2296730369065,0.104,0.9128
3001900,884,22.3883156241383,22.0721403651463,19.4647712554794,19.8484827777975,0.0987,0.2203
1610000,295,21.9247167089226,19.5549365067113,18.392316979184,-19.0422641850673,0.0315,0.2094
1254900,4106,23.9545879890755,23.2763201220109,20.5727817658877,20.9209226752886,0.0764,0.2013
2909000,22583,23.2189396423648,22.2816677827529,18.3051583081013,20.2016082973769,0.011,0.1038
3010000,6096,26.1023914009849,22.0082289087351,-22.3537854154871,-21.8046748411432,-0.2545,-2.0517
1840000,2750,22.8549278301128,21.5759618926129,18.498678007654,-19.4071520218288,0.0252,0.0939
7390300,1369,25.3234569091965,23.2328649627036,20.6134650096688,-23.6539270568907,0.0695,1.2884
2450000,5868,22.7374736768853,22.7875522099373,20.5208192030298,20.7810876003519,0.186,0.693
2002300,5829,22.3986300208751,22.6414574024944,19.2700699251031,18.2440452058715,0.0816,0.1658
1684200,266,20.6351855079111,19.820213840839,17.6211999290748,-17.7269059937118,0.125,0.1704
2200300,2341,21.8319409832188,22.1313940825992,17.7808487968328,18.4607660810952,0.031,0.0793
1689400,1990,22.328108429338,20.8292483159499,-19.7034462030134,18.2063127289874,-0.1564,-0.3732
6996600,12307,26.8489633442183,23.7258897826051,23.1001133897922,23.7105414029208,0.1053,1.4133
1708800,6926,22.1562167333438,21.333933385289,-20.4496622363679,-18.8108540933456,-0.2496,-0.7499
1761900,2571,21.7609060609862,21.5776008043928,17.4144827070246,-19.2847037911275,0.0254,0.0692
6379900,11239,24.394014947922,22.9197022658508,21.0717691785324,21.4436418931242,0.0684,0.217
1101600,707,20.8543047320858,20.4479173666438,17.4376158526961,16.4178891453931,0.041,0.0607
6476500,652,22.9403054992071,21.811680879445,-21.4842453665055,-18.4367639624231,-0.6155,-1.0717
1695000,3910,22.096012181207,21.6792499568224,18.1210942280872,18.7573534631185,0.0308,0.0654
937100,4270,22.215561159871,21.2023338851125,-20.3751851162193,19.5458214300855,-0.5461,-0.8793
2943300,1703,22.1904517348409,21.3254876206921,20.0131928284956,20.6721336161016,0.1721,1.513
3474800,80,22.2359937942711,19.8694324208552,-20.461417002617,16.7322823767061,-0.4518,-1.075
2360200,425,21.3196590651513,19.6644940468538,17.7530183037277,-18.4166243078286,0.08,0.2684
1053700,2009,21.4777989840193,20.8239937330322,17.9435602831513,17.6152386594533,0.9892,0.0564
1672000,157,22.2420601961072,19.0534363140029,-17.9135226399398,19.1054539601868,-0.0197,-0.073
19139800,6658,23.050557139335,22.8642500237738,19.6850968971764,21.6178863145663,0.0822,0.333
7170000,1132,22.5794768662138,20.6854268262569,19.4273288415804,20.5339635177524,0.046,0.2894
2331700,1758,22.0287547712475,21.277312806016,18.1420501833554,18.8475939818987,0.0311,0.0531
2510000,4327,22.2978806836418,21.9864009969202,19.2389704097529,19.0159629800741,0.0718,0.3321
2183200,630,20.7226417368064,21.0988343560745,17.1228910832594,18.3239156164348,0.0315,0.0913
1427100,3472,22.5565706947965,21.8416395501272,17.2991775768457,19.3500175395739,0.0134,0.0605
3910000,80946,24.4697724438475,22.8657719177339,-21.0717297687392,19.6387106956638,-0.0916,-0.9904
2288900,3484,22.3085248098229,21.8833550603695,17.9588911687269,19.3957083812529,0.0221,0.0943
3126400,847,21.6832519387137,20.774053977051,16.613968216508,18.3304164870991,0.0125,0.0136
8524500,579,23.6232350276276,22.5236072167335,19.3718562402101,21.8575322545096,0.0889,0.2352
2191000,1070,21.8523858111194,21.3441883393983,19.8873666080096,19.7518596860582,0.1937,0.4027
2416100,1126,23.0626617212008,20.9868436717856,17.4835043843787,20.6665711105703,0.0095,0.0168
8710900,500,22.9914336698269,22.310338662163,19.1558635987693,21.7620909217766,0.0446,0.2888
2134500,2560,23.2960674798245,21.9456880006674,19.9747371492652,20.0403593866538,0.045,0.6901
11566200,95993,25.4186739566401,25.4221560700255,22.4893104121363,22.4563662682194,0.1138,1.2978
6868000,6369,23.4301918086862,22.885700155564,21.2644298161903,21.6656059940735,0.1518,1.6382
2475000,4469,23.2344666691001,22.6181352296561,19.4952324860543,20.1206191316655,0.0456,0.3098
2045400,1192,23.1452566162323,20.6065163641798,16.4802755019544,19.653585335725,0.0018,0.0052
3100000,19749,23.6636383973079,23.1698061593267,20.0231787709515,21.0864370148516,0.0553,0.4067
1799300,4613,22.036772084229,21.6684440814287,16.8325625363917,19.2855696297369,0.0087,0.0218
1614900,348,20.6468428410596,19.9619661234376,16.5853103904889,21.4450758958289,0.9598,0.038
4564300,125,21.6960173414448,19.0355182323911,-20.4810099058981,19.4377219858704,-0.4199,-0.8001
3762000,636,22.1859895883919,19.710388104797,17.9338936045726,18.4659377553103,0.0154,0.0812
2459000,7262,23.1507209645533,23.0326808704494,20.6945980798146,21.6121870991884,0.1364,0.729
1740000,2220,21.71281224016,20.5930644360372,-20.8676325351417,-19.4201508198474,-1.8103,-2.7726
2195400,6762,22.8987201059817,22.7062143181634,20.2686161418426,20.6013642523689,0.1095,1.1594
7217700,4144,22.2542745226561,22.0076520950953,19.097936134782,20.0361504630101,0.0734,0.434
8570000,2877,23.3254124511995,20.7231842530585,-20.9720404081048,-19.8598150283151,-0.5422,-0.7108
4952300,39499,24.4564405064845,24.6026183402968,21.7691925091436,22.5087905453569,0.1976,2.0885
2408100,3923,23.3206303360728,22.5041656231893,21.1328112544186,21.6039896201781,0.1529,2.3074
3714400,1469,22.5391269735439,21.7971720785279,15.4053031077355,17.5712356906956,0.0019,0.009
751500,1148,20.9838138014855,19.5411487462187,-17.760791698927,-17.071277641836,-0.0497,-0.2783
2309600,2306,21.9631141130049,21.3052668530918,17.829891720479,19.1148275260442,0.029,0.0735
7468100,382,22.4311108809191,21.1103793215734,20.6048491020888,20.2141379186293,0.1748,1.1636
3500000,851,22.8837304627406,21.5800437852906,-19.4783243469944,18.7686811476008,-0.0597,-0.325
6159000,960,21.0338515209044,21.044797103424,19.4857980314643,19.8732959461133,0.3212,0.5389
41160000,46615,26.6072939728081,25.0876483290305,22.7779107348367,22.8594951001508,0.1614,2.0423
4000000,11359,23.9096741774313,24.2402608404792,21.7913215111179,21.9504025975438,0.1917,1.6629
9312200,8725,24.1281410135846,23.3857623859969,21.0808148570802,21.2472331838002,0.0828,0.452
4900000,822,21.4937908490881,20.5891438789782,18.4069725386683,-18.0598590667585,0.0806,0.0935
5372600,1566,23.2810167143178,22.7908628001107,21.0352387409512,21.6097991185106,0.1234,0.492
6276000,876,22.7309217594128,21.5311776224051,20.108114275958,18.994746739049,0.1046,0.3388
3900000,10973,23.8208658355442,22.7976526487821,-20.7874434043699,20.058218118406,-0.1741,-0.5539
1404000,33,20.9374791172961,18.7683027905617,17.3124890482234,-17.5554920346995,0.0292,0.0077
4403900,4552,22.3469041134206,21.992897430724,19.4130008835344,20.2282397988059,0.0687,0.3103
395000,388,19.9394577381407,18.4374245663023,17.3265238361184,-13.8060287069573,0.2503,0.1887
1270000,67,20.3206226463013,17.7262346429604,15.6209196803746,-15.6876510360971,0.0127,0.0176
1672100,6570,23.1899170977191,22.6781173561851,20.0345869708837,20.0129676759529,0.0782,0.4866
4365000,2763,23.3516132189474,21.9143137689706,19.2639178151987,21.034594438722,0.037,0.1765
7087000,7754,22.9966040339329,22.7835147351245,20.2659324618698,20.3004284406435,0.127,0.5528
4910000,10100,24.153925181195,23.0567762111543,21.9978538989217,21.8619982300948,0.1844,1.6649
1932500,4951,23.6084422622038,22.4085387358828,20.5251492249999,20.2726354835917,0.1092,0.3166
2770000,7785,21.9478539180941,21.6380018860113,19.7947783787082,20.2282459947818,0.1525,0.5093
2474600,12461,24.0635132610968,23.1098576357937,20.6123405061974,21.5873038410608,0.0633,0.452
2541400,7407,22.1253065625118,21.5189707773786,-20.2165700059683,-19.7933089282712,-0.3092,-0.3414
2935300,1181,21.4512902664758,20.7908259901679,17.5127175489429,19.1438224127513,0.0418,0.0886
2280000,2887,23.0297071981464,22.3373342646578,21.3352918326491,21.0048993884174,0.2277,1.0109
10002300,14174,23.7841000449201,23.2033678467433,20.7167445029858,21.3607751556276,0.0984,0.9311
1330000,2943,22.5019219827169,22.0020439994565,18.2763745434686,18.8540868652217,0.0415,0.2336
6340000,5189,24.2689028396202,23.7978329517561,21.1828629100121,21.502451286771,0.0981,0.4788
3277400,11284,22.8636696280189,22.7221151963423,-20.7561102088171,19.8957927182514,-0.8098,-1.1267
1860000,1160,21.5288089445367,21.1616691058491,18.9416023011195,18.2588336785857,0.1074,0.36
6788900,2987,24.0626798460151,23.1485933557978,20.7561902190417,21.5489321865379,0.1235,0.7641
3594900,886,22.7719515069761,21.8042490006992,20.5416002201967,20.3279378063868,0.2059,1.0306
1692000,4123,23.1774761077677,22.4097352660647,20.6521929321464,20.8262793704951,0.1067,0.8829
5840300,3266,22.4577928291713,21.904402514829,20.2975888386418,20.0561967196455,0.1661,0.926
1822900,1060,20.5746036572306,20.0799279857924,-18.1792490698284,-17.4095244534153,-0.1246,-0.1142
3793800,1922,22.511210283961,22.1476814721396,20.856224315138,21.0360294100106,0.2929,2.2206
1449900,1254,22.7110762814727,20.6867399068831,15.7738343775963,19.2759815602459,0.0018,0.0094
5400000,45598,26.0802067657024,26.2538675144831,-22.4018315984242,-21.2068308436192,-0.0697,-0.5755
1902300,2957,21.8943668920746,21.4957106007821,19.3573429931956,19.5215989804114,0.099,0.6029
12762500,6779,23.798094142681,23.2162320917502,22.1097841134629,22.3764166032676,0.2316,11.991
7717600,5602,23.1279755923762,22.7210253929776,20.7170818573681,20.5218431447144,0.1481,1.3025
2291000,2561,22.9516575149254,21.9263454193794,19.2761856858807,20.1801532894808,0.0389,0.3113
1490300,2202,22.5156832785582,21.2409359278038,-18.1551861137787,18.5458310644418,-0.0226,-0.0349
10293900,12048,23.2322364777763,23.6462631186327,21.3344568935698,21.4539942981011,0.2546,2.2441
858700,1646,21.7659919401793,19.8817225275448,18.1443789766807,18.8992887801995,0.0285,0.1381
1400000,1901,23.2087464464339,21.2529388793832,20.0704020543056,20.6842290480292,0.1087,1.2354
2527300,4720,22.4885887145903,22.1958450270776,19.8451024168098,-18.4457096511113,0.1285,0.4781
3026200,8008,23.2400150641823,22.7424188666292,18.7829211853087,-18.6213306428801,0.0342,0.1371
1085000,757,22.4087066960926,20.8300857097714,19.7056434023378,19.8458049660114,0.0725,0.3518
412000,723,22.0478200429437,20.618731645955,17.705101113065,19.7275031489599,0.0156,0.0556
4000000,15906,23.5917370511069,23.378739671726,-19.9683742887211,20.5349483919309,-0.0785,-0.3094
2498800,3806,22.3871095370673,22.5897859237135,19.910105355266,20.5158162986177,0.2144,0.5724
6470000,34950,23.6321454705667,22.7792975633452,20.2843441440484,20.6961641166543,0.0742,0.1647
3111100,3452,22.2237789211476,22.1711321132728,19.0476233537244,20.0973127477928,0.0918,0.3996
2872800,2129,23.2105734893236,22.5074807833982,18.4453725320546,20.4951275614766,0.0243,0.276
3120000,15449,23.6732009998544,23.5501271496032,20.8439567234503,21.7775011299758,0.0964,1.8017
8271900,1899,22.7550562385114,21.9081338707332,20.5020816131084,19.8502132807465,0.1613,1.3209
3120800,13073,23.5583909248189,23.2172836345852,21.1107864696708,21.4591581774507,0.1451,0.4102
2109400,357,20.3570967415891,19.4800974990009,-18.8508968003152,-15.7475560626415,-0.6653,-0.2061
6164300,1660,22.1029370763696,21.2094386996092,18.4241861079789,19.1332290882916,0.0406,0.2394
5557765.03,11056,22.972098336179,22.7073286177242,17.9882067421648,-20.2763249611392,0.0259,0.137
2885000,14468,23.0495792127416,22.8158442105926,20.738244708677,20.9034121133826,0.1681,0.6176
1686000,183,19.2001147331031,18.2261646913269,-13.3965583970685,16.6673594633236,-0.0036,-0.0046
3100000,2049,23.5564923512694,23.1495341084259,20.0944861109492,20.8341098588537,0.1402,0.4837
2899500,4923,21.866894322405,21.248892912594,19.4539330039335,18.1830466000352,0.1015,0.2549
10791800,6522,23.7023057985927,23.41273667627,21.5468988591143,22.1603985543384,0.1969,0.4918
2100000,10202,23.6615448676824,22.9388962822093,20.1180293409978,19.6025024922227,0.0545,0.1752
2774700,1956,22.7100072446976,22.3072937656343,19.6195559352685,20.2407447667699,0.0675,0.2985
2059800,2610,22.8240512394303,21.848865636228,18.1064632160913,18.9658652425738,0.0162,0.0782
4155800,7817,24.0495461260408,22.6289837381732,18.8052894022564,20.3448619945682,0.0133,0.1147
1987300,4284,23.3026659347738,23.3923826604965,20.9167164061606,21.3728016209064,0.1504,0.5499
1173400,11202,24.3030650922645,23.7954334742683,21.4002097019949,22.6127426226992,0.1212,0.7498
2703200,1571,21.587891990383,21.3136387102989,18.4624004359976,18.641172747579,0.0545,0.1356
2524000,15106,24.5300019557454,24.165068479309,21.5736768917369,21.2982572361039,0.1365,0.8723
2030000,2744,22.4570986474794,23.3407971046825,19.4929910701902,18.8328309294543,0.1022,0.4727
1211800,13336,22.9087934736281,22.2121353667265,19.0739294204226,20.6093295786419,0.0525,0.2116
1325300,5577,22.1098183890771,21.9292516146343,18.9639179267441,18.3457621157981,0.0842,0.3104
1769400,11806,23.4941797763244,23.0934371369652,20.4552245759281,21.2747232392407,0.1019,0.3498
720000,1032,21.9108398534492,19.8745981891753,-19.517893324753,19.3607316038761,-0.2074,-0.3961
1675600,163,21.486097263343,18.8833592290307,-19.4850439323499,-19.6657508852403,-0.2744,-0.2109
2252700,1184,21.971551542476,21.3428710374366,18.1760591954433,19.30822685854,0.0561,0.1937
1827600,943,22.1249238626114,19.8926568170031,18.2209963234611,-18.973706048914,0.0242,0.0813
1089700,2799,22.293029305289,22.1099893026303,-20.1621272506018,-18.9860059486193,-0.2061,-0.8258
1302400,546,21.2151180773196,19.7710869970944,17.52430246153,-18.6746993932185,0.0349,0.1615
5180100,5706,23.5773412394023,22.9615649103244,20.1731385818534,21.3132873999079,0.106,0.5305
1437600,4165,21.5164290051448,21.1869491524908,19.0524802434922,19.3787744244076,0.2073,0.5254
2399400,3282,22.6943658012479,21.6280452171404,19.5828904626645,20.0956624015233,0.0546,0.1975
1673300,949,22.9394228536644,23.2759619341864,18.4637470635619,20.8152624687181,0.0304,0.0396
2945600,2595,21.242842734578,21.6761729686303,-19.2820445937159,15.8501567216806,-0.3003,-0.4429
2151000,1325,21.5829893760997,20.7741145837798,-17.091613519822,20.059979263721,-0.0133,-0.038
2657900,1304,21.0381458447888,20.7293289343473,19.0430020837524,19.0965697329014,0.203,0.3228
4768700,2091,22.3216785604434,21.7393943906544,19.5056641866482,19.4080207334588,0.0827,0.2087
2132400,2178,22.4620682552411,21.8101374337962,19.7665544260819,20.5053452112417,0.1174,1.0061
1360300,227,21.3060461254666,20.2633929320404,19.4430770301621,16.8793890027223,0.7297,0.184
2490300,1059,22.2607753626788,22.8909533691593,14.7751619791444,20.3128080751084,0.001,0.0036
1102900,1096,23.0754735830063,19.4698763595753,-20.3747871932799,-14.1722081476466,-0.1887,-0.551
3703800,922,21.3270608012107,21.1606381260703,18.2920624210396,18.8937545495672,0.0905,0.2343
